24,99;32,81;34,31;35,81;37,54;41,27;43,11;44,95;46,77;48,61;50,44;52,28;54,12;55,95;57,79;59,64;61,48;63,30;65,14;66,97;68,81;70,65;72,48;74,32;76,16;78,00;79,83;103,24;105,09;106,92;108,75;110,60;138,31;140,15;141,99;143,84;145,67;147,51;149,35;151,18;153,02;154,84;156,68;158,52;160,35;162,20
32,81;34,61;36,40;38,20;40,25;44,42;46,58;48,72;50,87;53,03;55,17;57,32;59,48;61,62;63,76;65,94;68,08;70,23;72,39;74,53;76,68;78,84;80,98;83,13;85,29;87,45;89,60;113,32;115,49;117,63;119,77;121,94;149,98;152,12;154,27;156,44;158,58;160,75;162,89;165,03;167,20;169,34;171,48;173,64;175,79;177,94
34,31;36,40;38,51;40,60;42,95;47,56;50,04;52,50;54,97;57,44;59,89;62,36;64,83;67,29;69,75;72,24;74,70;77,16;79,63;82,10;84,55;87,02;89,49;91,95;94,43;96,90;99,35;123,40;125,88;128,34;130,79;133,27;161,63;164,09;166,56;169,04;171,49;173,97;176,43;178,89;181,37;183,82;186,28;188,76;191,22;193,70
35,81;38,20;40,60;43,01;45,65;50,72;53,50;56,29;59,06;61,84;64,62;67,39;70,19;72,96;75,73;78,54;81,31;84,09;86,88;89,65;92,43;95,21;98,00;100,77;103,55;106,35;109,12;133,48;136,28;139,05;141,82;144,61;173,28;176,06;178,85;181,63;184,41;187,20;189,97;192,74;195,54;198,31;201,09;203,88;206,66;209,44
37,54;40,25;42,95;45,65;48,47;54,01;57,11;60,20;63,30;66,39;69,48;72,59;75,67;78,77;81,87;84,98;88,06;91,17;94,26;97,34;100,45;103,54;106,64;109,74;112,82;115,93;119,02;143,72;146,80;149,89;153,00;156,09;185,07;188,17;191,27;194,37;197,47;200,56;203,66;206,76;209,84;212,94;216,04;219,13;222,22;225,34
41,27;44,42;47,56;50,72;54,01;57,30;60,70;64,13;67,53;70,94;74,35;77,75;81,17;84,59;87,99;91,40;94,83;98,23;101,64;105,05;108,46;111,87;115,29;118,69;122,09;125,51;128,94;153,93;157,33;160,76;164,16;167,56;196,87;200,28;203,68;207,12;210,52;213,93;217,34;220,76;224,16;227,58;230,98;234,38;237,81;241,22
43,11;46,58;50,04;53,50;57,11;60,70;64,32;68,04;71,76;75,49;79,22;82,93;86,67;90,39;94,11;97,85;101,58;105,30;109,03;112,75;116,48;120,20;123,93;127,64;131,36;135,11;138,84;164,14;167,87;171,60;175,31;204,94;208,67;212,38;216,12;219,85;223,58;227,30;231,03;234,74;238,48;242,20;245,91;249,65;253,37;257,11
44,95;48,72;52,50;56,29;60,20;64,13;68,04;71,96;76,01;80,04;84,07;88,12;92,15;96,19;100,25;104,29;108,33;112,37;116,41;120,44;124,50;128,53;132,57;136,60;140,65;144,70;170,32;174,37;178,40;182,44;186,48;216,41;220,45;224,51;228,54;232,59;236,63;240,67;244,70;248,76;252,79;256,83;260,87;264,91;268,94;273,01
46,77;50,87;54,97;59,06;63,30;67,53;71,76;76,01;80,23;84,59;88,95;93,30;97,65;102,02;106,36;110,73;115,10;119,44;123,80;128,15;132,51;136,85;141,21;145,57;149,92;154,28;180,24;184,58;188,94;219,19;223,54;227,90;232,25;236,61;240,95;245,33;249,69;254,03;258,40;262,75;267,10;271,46;275,81;280,16;284,53;288,88
48,61;53,03;57,44;61,84;66,39;70,94;75,49;80,04;84,59;89,14;93,81;98,47;103,15;107,81;112,48;117,18;121,84;126,51;131,19;135,85;140,52;145,18;149,86;154,52;180,77;185,47;190,14;220,69;225,37;230,04;234,70;239,38;244,05;248,71;253,39;258,06;262,73;267,42;272,08;276,75;281,42;286,09;290,75;295,43;300,09;304,77
50,44;55,17;59,89;64,62;69,48;74,35;79,22;84,07;88,95;93,81;98,66;103,66;108,65;113,62;118,62;123,61;128,59;133,59;138,56;143,54;148,52;153,52;180,08;185,07;190,05;220,95;225,92;230,92;235,91;240,88;245,88;250,85;255,84;260,82;265,81;270,80;275,79;280,78;285,75;290,75;295,73;300,71;305,70;310,69;315,66;320,67
52,28;57,32;62,36;67,39;72,59;77,75;82,93;88,12;93,30;98,47;103,66;108,84;114,13;119,44;124,74;130,04;135,35;140,65;145,94;151,24;178,13;183,43;188,72;219,92;225,22;230,53;235,85;241,13;246,43;251,74;257,03;262,32;267,64;272,93;278,22;283,55;288,85;294,14;299,45;304,75;310,04;315,35;320,65;325,94;331,25;336,56
54,12;59,48;64,83;70,19;75,67;81,17;86,67;92,15;97,65;103,15;108,65;114,13;119,63;125,25;130,85;158,08;163,70;169,30;174,91;180,53;186,14;217,65;223,27;228,88;234,49;240,13;245,74;251,35;256,97;262,59;268,19;273,82;279,42;285,04;290,66;296,29;301,89;307,52;313,12;318,74;324,36;329,98;335,58;341,21;346,81;352,44
55,95;61,62;67,29;72,96;78,77;84,59;90,39;96,19;102,02;107,81;113,62;119,44;125,25;152,64;158,58;164,52;170,44;176,37;182,31;214,12;220,04;225,98;231,91;237,83;243,77;249,71;255,64;261,57;267,50;273,43;279,36;285,29;291,22;297,15;303,08;309,02;314,96;320,88;326,81;332,75;338,67;344,60;350,54;356,46;362,38;368,34
57,79;63,76;69,75;75,73;81,87;87,99;94,11;100,25;106,36;112,48;118,62;124,74;130,85;158,58;164,70;170,96;177,19;209,33;215,58;221,82;228,08;234,31;240,55;246,81;253,04;259,30;265,55;271,80;278,03;284,29;290,53;296,76;303,02;309,26;315,49;321,76;328,01;334,25;340,49;346,74;352,98;359,24;365,47;371,71;377,97;384,23
59,64;65,94;72,24;78,54;84,98;91,40;97,85;104,29;110,73;117,18;123,61;130,04;158,08;164,52;170,96;203,28;209,84;216,40;222,96;229,53;236,08;242,64;249,21;255,75;262,31;268,89;275,45;282,01;288,58;295,13;301,69;308,26;314,80;321,36;327,93;334,50;341,05;347,62;354,18;360,74;367,31;373,86;380,41;386,98;393,53;400,10
61,48;68,08;74,70;81,31;88,06;94,83;101,58;108,33;115,10;121,84;128,59;135,35;163,70;170,44;177,19;209,84;216,73;223,64;230,53;237,43;244,32;251,23;258,11;265,01;271,92;278,82;285,70;292,61;299,50;306,39;313,30;320,19;327,10;334,00;340,89;347,78;354,69;361,57;368,47;375,37;382,28;389,15;396,07;402,96;409,86;416,74
63,30;70,23;77,16;84,09;91,17;98,23;105,30;112,37;119,44;126,51;133,59;140,65;169,30;176,37;209,33;216,40;223,64;230,84;238,04;245,25;252,46;259,67;266,87;274,10;281,30;288,52;295,75;302,94;310,16;317,37;324,58;331,78;339,02;346,22;353,43;360,64;367,85;375,05;382,29;389,49;396,70;403,91;411,13;418,33;425,54;432,77
65,14;72,39;79,63;86,88;94,26;101,64;109,03;116,41;123,80;131,19;138,56;145,94;174,91;182,31;215,58;222,96;230,53;238,04;245,53;253,08;260,59;268,12;275,66;283,17;290,71;298,24;305,76;313,28;320,82;328,33;335,87;343,40;350,92;358,44;365,98;373,49;381,03;388,56;396,08;403,60;411,15;418,68;426,19;433,72;441,24;448,77
66,97;74,53;82,10;89,65;97,34;105,05;112,75;120,44;128,15;135,85;143,54;151,24;180,53;214,12;221,82;229,53;237,43;245,25;253,08;260,88;268,74;276,58;284,42;292,25;300,11;307,94;315,78;323,63;331,47;339,30;347,16;354,99;362,83;370,67;378,53;386,36;394,21;402,05;409,88;417,75;425,57;433,42;441,24;449,11;456,94;464,78
68,81;76,68;84,55;92,43;100,45;108,46;116,48;124,50;132,51;140,52;148,52;178,13;186,14;220,04;228,08;236,08;244,32;252,46;260,59;268,74;276,88;285,02;293,18;301,34;309,50;317,65;325,82;333,96;342,13;350,28;358,44;366,58;374,75;382,92;391,06;399,23;407,38;415,54;423,70;431,86;440,00;448,17;456,32;464,48;472,62;480,80
70,65;78,84;87,02;95,21;103,54;111,87;120,20;128,53;136,85;145,18;153,52;183,43;217,65;225,98;234,31;242,64;251,23;259,67;268,12;276,58;285,02;293,47;301,95;310,41;318,88;327,36;335,84;344,29;352,79;361,26;369,72;378,21;386,67;395,14;403,61;412,09;420,55;429,04;437,49;445,98;454,43;462,92;471,38;479,86;488,33;496,80
72,48;80,98;89,49;98,00;106,64;115,29;123,93;132,57;141,21;149,86;180,08;188,72;223,27;231,91;240,55;249,21;258,11;266,87;275,66;284,42;293,18;301,95;310,71;319,49;328,30;337,07;345,85;354,66;363,44;372,22;381,01;389,80;398,58;407,38;416,15;424,95;433,73;442,53;451,30;460,09;468,87;477,67;486,44;495,24;504,04;512,81
74,32;83,13;91,95;100,77;109,74;118,69;127,64;136,60;145,57;154,52;185,07;219,92;228,88;237,83;246,81;255,75;265,01;274,10;283,17;292,25;301,34;310,41;319,49;328,59;337,69;346,79;355,89;365,00;374,09;383,20;392,30;401,40;410,50;419,61;428,70;437,81;446,90;456,01;465,10;474,22;483,32;492,41;501,53;510,62;519,72;528,82
76,16;85,29;94,43;103,55;112,82;122,09;131,36;140,65;149,92;180,77;190,05;225,22;234,49;243,77;253,04;262,31;271,92;281,30;290,71;300,11;309,50;318,88;328,30;337,69;347,08;356,50;365,91;375,33;384,75;394,16;403,56;413,00;422,41;431,83;441,25;450,66;460,07;469,49;478,93;488,33;497,74;507,17;516,58;525,99;535,42;544,83
78,00;87,45;96,90;106,35;115,93;125,51;135,11;144,70;154,28;185,47;220,95;230,53;240,13;249,71;259,30;268,89;278,82;288,52;298,24;307,94;317,65;327,36;337,07;346,79;356,50;366,21;375,93;385,68;395,40;405,14;414,87;424,60;434,31;444,06;453,81;463,52;473,25;482,99;492,72;502,44;512,19;521,91;531,64;541,38;551,11;560,84
79,83;89,60;99,35;109,12;119,02;128,94;138,84;170,32;180,24;190,14;225,92;235,85;245,74;255,64;265,55;275,45;285,70;295,75;305,76;315,78;325,82;335,84;345,85;355,89;365,91;375,93;385,96;396,01;406,04;416,11;426,16;436,19;446,26;456,29;466,34;476,37;486,44;496,47;506,52;516,57;526,62;536,65;546,72;556,75;566,80;576,85
103,24;113,32;123,40;133,48;143,72;153,93;164,14;174,37;184,58;220,69;230,92;241,13;251,35;261,57;271,80;282,01;292,61;302,94;313,28;323,63;333,96;344,29;354,66;365,00;375,33;385,68;396,01;406,35;416,73;427,07;437,43;447,80;458,16;468,51;478,88;489,24;499,61;509,95;520,34;530,68;541,05;551,41;561,78;572,13;582,51;592,87
105,09;115,49;125,88;136,28;146,80;157,33;167,87;178,40;188,94;225,37;235,91;246,43;256,97;267,50;278,03;288,58;299,50;310,16;320,82;331,47;342,13;352,79;363,44;374,09;384,75;395,40;406,04;416,73;427,38;438,04;448,74;459,40;470,07;480,74;491,43;502,10;512,77;523,46;534,13;544,79;555,49;566,17;576,83;587,53;598,19;608,88
106,92;117,63;128,34;139,05;149,89;160,76;171,60;182,44;219,19;230,04;240,88;251,74;262,59;273,43;284,29;295,13;306,39;317,37;328,33;339,30;350,28;361,26;372,22;383,20;394,16;405,14;416,11;427,07;438,04;449,01;460,01;470,99;481,99;492,98;503,97;514,95;525,96;536,95;547,94;558,94;569,91;580,91;591,91;602,90;613,89;624,89
108,75;119,77;130,79;141,82;153,00;164,16;175,31;186,48;223,54;234,70;245,88;257,03;268,19;279,36;290,53;301,69;313,30;324,58;335,87;347,16;358,44;369,72;381,01;392,30;403,56;414,87;426,16;437,43;448,74;460,01;471,29;482,58;493,91;505,21;516,51;527,84;539,13;550,43;561,75;573,06;584,35;595,68;606,97;618,28;629,58;640,90
110,60;121,94;133,27;144,61;156,09;167,56;204,94;216,41;227,90;239,38;250,85;262,32;273,82;285,29;296,76;308,26;320,19;331,78;343,40;354,99;366,58;378,21;389,80;401,40;413,00;424,60;436,19;447,80;459,40;470,99;482,58;494,21;505,82;517,44;529,06;540,69;552,30;563,94;575,54;587,17;598,80;610,42;622,02;633,66;645,28;656,89
138,31;149,98;161,63;173,28;185,07;196,87;208,67;220,45;232,25;244,05;255,84;267,64;279,42;291,22;303,02;314,80;327,10;339,02;350,92;362,83;374,75;386,67;398,58;410,50;422,41;434,31;446,26;458,16;470,07;481,99;493,91;505,82;517,72;529,68;541,60;553,54;565,48;577,42;589,35;601,30;613,22;625,15;637,10;649,04;660,97;672,92
140,15;152,12;164,09;176,06;188,17;200,28;212,38;224,51;236,61;248,71;260,82;272,93;285,04;297,15;309,26;321,36;334,00;346,22;358,44;370,67;382,92;395,14;407,38;419,61;431,83;444,06;456,29;468,51;480,74;492,98;505,21;517,44;529,68;541,90;554,15;566,40;578,65;590,91;603,15;615,41;627,67;639,92;652,17;664,41;676,68;688,91
141,99;154,27;166,56;178,85;191,27;203,68;216,12;228,54;240,95;253,39;265,81;278,22;290,66;303,08;315,49;327,93;340,89;353,43;365,98;378,53;391,06;403,61;416,15;428,70;441,25;453,81;466,34;478,88;491,43;503,97;516,51;529,06;541,60;554,15;566,69;579,27;591,82;604,40;616,97;629,52;642,11;654,67;667,23;679,80;692,37;704,92
143,84;156,44;169,04;181,63;194,37;207,12;219,85;232,59;245,33;258,06;270,80;283,55;296,29;309,02;321,76;334,50;347,78;360,64;373,49;386,36;399,23;412,09;424,95;437,81;450,66;463,52;476,37;489,24;502,10;514,95;527,84;540,69;553,54;566,40;579,27;592,12;605,02;617,88;630,77;643,66;656,53;669,41;682,31;695,17;708,06;720,94
145,67;158,58;171,49;184,41;197,47;210,52;223,58;236,63;249,69;262,73;275,79;288,85;301,89;314,96;328,01;341,05;354,69;367,85;381,03;394,21;407,38;420,55;433,73;446,90;460,07;473,25;486,44;499,61;512,77;525,96;539,13;552,30;565,48;578,65;591,82;605,02;618,18;631,37;644,59;657,77;670,97;684,17;697,36;710,55;723,76;736,94
147,51;160,75;173,97;187,20;200,56;213,93;227,30;240,67;254,03;267,42;280,78;294,14;307,52;320,88;334,25;347,62;361,57;375,05;388,56;402,05;415,54;429,04;442,53;456,01;469,49;482,99;496,47;509,95;523,46;536,95;550,43;563,94;577,42;590,91;604,40;617,88;631,37;644,87;658,38;671,89;685,40;698,91;712,42;725,94;739,45;752,96
149,35;162,89;176,43;189,97;203,66;217,34;231,03;244,70;258,40;272,08;285,75;299,45;313,12;326,81;340,49;354,18;368,47;382,29;396,08;409,88;423,70;437,49;451,30;465,10;478,93;492,72;506,52;520,34;534,13;547,94;561,75;575,54;589,35;603,15;616,97;630,77;644,59;658,38;672,18;686,01;699,84;713,67;727,49;741,32;755,14;768,98
151,18;165,03;178,89;192,74;206,76;220,76;234,74;248,76;262,75;276,75;290,75;304,75;318,74;332,75;346,74;360,74;375,37;389,49;403,60;417,75;431,86;445,98;460,09;474,22;488,33;502,44;516,57;530,68;544,79;558,94;573,06;587,17;601,30;615,41;629,52;643,66;657,77;671,89;686,01;700,14;714,26;728,42;742,56;756,70;770,85;784,98
153,02;167,20;181,37;195,54;209,84;224,16;238,48;252,79;267,10;281,42;295,73;310,04;324,36;338,67;352,98;367,31;382,28;396,70;411,15;425,57;440,00;454,43;468,87;483,32;497,74;512,19;526,62;541,05;555,49;569,91;584,35;598,80;613,22;627,67;642,11;656,53;670,97;685,40;699,84;714,26;728,71;743,17;757,61;772,08;786,53;800,99
154,84;169,34;183,82;198,31;212,94;227,58;242,20;256,83;271,46;286,09;300,71;315,35;329,98;344,60;359,24;373,86;389,15;403,91;418,68;433,42;448,17;462,92;477,67;492,41;507,17;521,91;536,65;551,41;566,17;580,91;595,68;610,42;625,15;639,92;654,67;669,41;684,17;698,91;713,67;728,42;743,17;757,91;772,69;787,46;802,21;817,01
